Date,Open,High,Low,Close,Volume,Adj Close
2012-09-19,53.80,53.80,53.80,53.80,000,53.80
2012-09-18,53.80,53.80,53.80,53.80,000,53.80
2012-09-17,53.80,53.80,53.80,53.80,000,53.80
2012-09-14,53.80,53.80,53.80,53.80,000,53.80
2012-09-13,53.80,53.80,53.80,53.80,000,53.80
2012-09-12,53.80,53.80,53.80,53.80,000,53.80
2012-09-11,53.80,53.80,53.80,53.80,000,53.80
2012-09-10,53.80,53.80,53.80,53.80,000,53.80
2012-09-07,53.80,53.80,53.80,53.80,000,53.80
2012-09-06,53.80,53.80,53.80,53.80,000,53.80
2012-09-05,53.80,53.80,53.80,53.80,000,53.80
2012-09-04,53.80,53.80,53.80,53.80,000,53.80
2012-09-03,53.80,53.80,53.80,53.80,000,53.80
2012-08-31,53.80,53.80,53.80,53.80,000,53.80
2012-08-30,53.80,53.80,53.80,53.80,000,53.80
2012-08-29,53.80,53.80,53.80,53.80,000,53.80
2012-08-28,53.80,53.80,53.80,53.80,000,53.80
2012-08-27,53.80,53.80,53.80,53.80,000,53.80
2012-08-24,53.80,53.80,53.80,53.80,000,53.80
2012-08-23,53.80,53.80,53.80,53.80,000,53.80
2012-08-22,53.80,53.80,53.80,53.80,000,53.80
2012-08-21,53.80,53.80,53.80,53.80,000,53.80
2012-08-20,53.80,53.80,53.80,53.80,000,53.80
2012-08-17,53.80,53.80,53.80,53.80,000,53.80
2012-08-16,53.80,53.80,53.80,53.80,000,53.80
2012-08-15,53.80,53.80,53.80,53.80,000,53.80
2012-08-14,53.80,53.80,53.80,53.80,000,53.80
2012-08-13,53.80,53.80,53.80,53.80,000,53.80
2012-08-10,53.80,53.80,53.80,53.80,000,53.80
2012-08-09,53.80,53.80,53.80,53.80,000,53.80
2012-08-08,53.80,53.80,53.80,53.80,000,53.80
2012-08-07,53.80,53.80,53.80,53.80,000,53.80
2012-08-06,53.80,53.80,53.80,53.80,000,53.80
2012-08-03,53.80,53.80,53.80,53.80,000,53.80
2012-08-02,53.80,53.80,53.80,53.80,000,53.80
2012-08-01,53.80,53.80,53.80,53.80,000,53.80
2012-07-31,53.80,53.80,53.80,53.80,000,53.80
2012-07-30,53.80,53.80,53.80,53.80,000,53.80
2012-07-27,53.80,53.80,53.80,53.80,000,53.80
2012-07-26,53.80,53.80,53.80,53.80,000,53.80
2012-07-25,53.80,53.80,53.80,53.80,000,53.80
2012-07-24,53.80,53.80,53.80,53.80,000,53.80
2012-07-23,53.80,53.80,53.80,53.80,000,53.80
2012-07-20,53.80,53.80,53.80,53.80,000,53.80
2012-07-19,53.80,53.80,53.80,53.80,000,53.80
2012-07-18,53.80,53.80,53.80,53.80,000,53.80
2012-07-17,53.80,53.80,53.80,53.80,000,53.80
2012-07-16,53.80,53.80,53.80,53.80,000,53.80
2012-07-13,53.80,53.80,53.80,53.80,000,53.80
2012-07-12,53.80,53.80,53.80,53.80,000,53.80
2012-07-11,53.80,53.80,53.80,53.80,000,53.80
2012-07-10,53.80,53.80,53.80,53.80,000,53.80
2012-07-09,53.80,53.80,53.80,53.80,000,53.80
2012-07-06,53.80,53.80,53.80,53.80,000,53.80
2012-07-05,53.80,53.80,53.80,53.80,000,53.80
2012-07-04,53.80,53.80,53.80,53.80,000,53.80
2012-07-03,53.80,53.80,53.80,53.80,000,53.80
2012-07-02,53.80,53.80,53.80,53.80,000,53.80
2012-06-29,53.80,53.80,53.80,53.80,000,53.80
2012-06-28,53.80,53.80,53.80,53.80,000,53.80
2012-06-27,53.80,53.80,53.80,53.80,000,53.80
2012-06-26,53.80,53.80,53.80,53.80,000,53.80
2012-06-25,53.80,53.80,53.80,53.80,000,53.80
2012-06-22,53.80,53.80,53.80,53.80,000,53.80
2012-06-20,53.80,53.80,53.80,53.80,000,53.80
2012-06-19,53.80,53.80,53.80,53.80,000,53.80
2012-06-18,53.80,53.80,53.80,53.80,000,53.80
2012-06-15,53.80,53.80,53.80,53.80,000,53.80
2012-06-14,53.80,53.80,53.80,53.80,000,53.80
2012-06-13,53.80,53.80,53.80,53.80,000,53.80
2012-06-12,53.80,53.80,53.80,53.80,000,53.80
2012-06-11,53.80,53.80,53.80,53.80,000,53.80
2012-06-08,53.80,53.80,53.80,53.80,000,53.80
2012-06-07,53.80,53.80,53.80,53.80,000,53.80
2012-06-06,53.80,53.80,53.80,53.80,000,53.80
2012-06-05,53.80,53.80,53.80,53.80,000,53.80
2012-06-04,53.80,53.80,53.80,53.80,000,53.80
2012-06-01,53.80,53.80,53.80,53.80,000,53.80
2012-05-31,53.80,53.80,53.80,53.80,000,53.80
2012-05-30,53.80,53.80,53.80,53.80,000,53.80
2012-05-29,53.80,53.80,53.80,53.80,000,53.80
2012-05-28,53.80,53.80,53.80,53.80,000,53.80
2012-05-25,53.80,53.80,53.80,53.80,000,53.80
2012-05-24,53.80,53.80,53.80,53.80,000,53.80
2012-05-23,53.80,53.80,53.80,53.80,000,53.80
2012-05-22,53.80,53.80,53.80,53.80,000,53.80
2012-05-21,53.80,53.80,53.80,53.80,000,53.80
2012-05-18,53.80,53.80,53.80,53.80,000,53.80
2012-05-17,53.80,53.80,53.80,53.80,000,53.80
2012-05-16,53.80,53.80,53.80,53.80,000,53.80
2012-05-15,53.80,53.80,53.80,53.80,000,53.80
2012-05-14,53.80,53.80,53.80,53.80,000,53.80
2012-05-11,53.80,53.80,53.80,53.80,000,53.80
2012-05-10,53.80,53.80,53.80,53.80,000,53.80
2012-05-09,53.80,53.80,53.80,53.80,000,53.80
2012-05-08,53.80,53.80,53.80,53.80,000,53.80
2012-05-07,53.80,53.80,53.80,53.80,000,53.80
2012-05-04,53.80,53.80,53.80,53.80,000,53.80
2012-05-03,53.80,53.80,53.80,53.80,000,53.80
2012-05-02,53.80,53.80,53.80,53.80,000,53.80
2012-05-01,53.80,53.80,53.80,53.80,000,53.80
2012-04-30,53.80,53.80,53.80,53.80,000,53.80
2012-04-27,53.80,53.80,53.80,53.80,000,53.80
2012-04-26,53.80,53.80,53.80,53.80,000,53.80
2012-04-25,53.80,53.80,53.80,53.80,000,53.80
2012-04-24,53.80,53.80,53.80,53.80,000,53.80
2012-04-23,53.80,53.80,53.80,53.80,000,53.80
2012-04-20,53.80,53.80,53.80,53.80,000,53.80
2012-04-19,53.80,53.80,53.80,53.80,000,53.80
2012-04-18,53.80,53.80,53.80,53.80,000,53.80
2012-04-17,53.80,53.80,53.80,53.80,000,53.80
2012-04-16,53.80,53.80,53.80,53.80,000,53.80
2012-04-13,53.80,53.80,53.80,53.80,000,53.80
2012-04-12,53.80,53.80,53.80,53.80,000,53.80
2012-04-11,53.80,53.80,53.80,53.80,000,53.80
2012-04-10,53.80,53.80,53.80,53.80,000,53.80
2012-04-09,53.80,53.80,53.80,53.80,000,53.80
2012-04-06,53.80,53.80,53.80,53.80,000,53.80
2012-04-05,53.80,53.80,53.80,53.80,000,53.80
2012-04-04,53.80,53.80,53.80,53.80,000,53.80
2012-04-03,53.80,53.80,53.80,53.80,000,53.80
2012-04-02,53.80,53.80,53.80,53.80,000,53.80
2012-03-30,53.80,53.80,53.80,53.80,000,53.80
2012-03-29,53.80,53.80,53.80,53.80,000,53.80
2012-03-28,53.80,53.80,53.80,53.80,000,53.80
2012-03-27,53.80,53.80,53.80,53.80,000,53.80
2012-03-26,53.80,53.80,53.80,53.80,000,53.80
2012-03-23,53.80,53.80,53.80,53.80,000,53.80
2012-03-22,53.80,53.80,53.80,53.80,000,53.80
2012-03-21,53.80,53.80,53.80,53.80,000,53.80
2012-03-20,53.80,53.80,53.80,53.80,000,53.80
2012-03-19,53.80,53.80,53.80,53.80,000,53.80
2012-03-16,53.80,53.80,53.80,53.80,000,53.80
2012-03-15,53.80,53.80,53.80,53.80,000,53.80
2012-03-14,53.80,53.80,53.80,53.80,000,53.80
2012-03-13,53.80,53.80,53.80,53.80,000,53.80
2012-03-12,53.80,53.80,53.80,53.80,000,53.80
2012-03-09,53.80,53.80,53.80,53.80,000,53.80
2012-03-08,53.80,53.80,53.80,53.80,000,53.80
2012-03-07,53.80,53.80,53.80,53.80,000,53.80
2012-03-06,53.80,53.80,53.80,53.80,000,53.80
2012-03-05,53.80,53.80,53.80,53.80,000,53.80
2012-03-02,53.80,53.80,53.80,53.80,000,53.80
2012-03-01,53.80,53.80,53.80,53.80,000,53.80
2012-02-29,53.80,53.80,53.80,53.80,000,53.80
2012-02-28,53.80,53.80,53.80,53.80,000,53.80
2012-02-27,53.80,53.80,53.80,53.80,000,53.80
2012-02-24,53.80,53.80,53.80,53.80,000,53.80
2012-02-23,53.80,53.80,53.80,53.80,000,53.80
2012-02-22,53.80,53.80,53.80,53.80,000,53.80
2012-02-21,53.80,53.80,53.80,53.80,000,53.80
2012-02-20,53.80,53.80,53.80,53.80,000,53.80
2012-02-17,53.80,53.80,53.80,53.80,000,53.80
2012-02-16,53.80,53.80,53.80,53.80,000,53.80
2012-02-15,53.80,53.80,53.80,53.80,000,53.80
2012-02-14,53.80,53.80,53.80,53.80,000,53.80
2012-02-13,53.80,53.80,53.80,53.80,000,53.80
2012-02-10,53.80,53.80,53.80,53.80,000,53.80
2012-02-09,53.80,53.80,53.80,53.80,000,53.80
2012-02-08,53.80,53.80,53.80,53.80,000,53.80
2012-02-07,53.80,53.80,53.80,53.80,000,53.80
2012-02-06,53.80,53.80,53.80,53.80,000,53.80
2012-02-03,53.80,53.80,53.80,53.80,000,53.80
2012-02-02,53.80,53.80,53.80,53.80,000,53.80
2012-02-01,53.80,53.80,53.80,53.80,000,53.80
2012-01-31,53.80,53.80,53.80,53.80,000,53.80
2012-01-30,53.80,53.80,53.80,53.80,000,53.80
2012-01-27,53.80,53.80,53.80,53.80,000,53.80
2012-01-26,53.80,53.80,53.80,53.80,000,53.80
2012-01-25,53.80,53.80,53.80,53.80,000,53.80
2012-01-23,53.80,53.80,53.80,53.80,000,53.80
2012-01-20,53.80,53.80,53.80,53.80,000,53.80
2012-01-19,53.80,53.80,53.80,53.80,000,53.80
2012-01-18,53.80,53.80,53.80,53.80,000,53.80
2012-01-17,53.80,53.80,53.80,53.80,000,53.80
2012-01-16,53.80,53.80,53.80,53.80,000,53.80
2012-01-13,53.80,53.80,53.80,53.80,000,53.80
2012-01-12,53.80,53.80,53.80,53.80,000,53.80
2012-01-11,53.80,53.80,53.80,53.80,000,53.80
2012-01-10,53.80,53.80,53.80,53.80,000,53.80
2012-01-09,53.80,53.80,53.80,53.80,000,53.80
2012-01-06,53.80,53.80,53.80,53.80,000,53.80
2012-01-05,53.80,53.80,53.80,53.80,000,53.80
2012-01-04,53.80,53.80,53.80,53.80,000,53.80
2012-01-03,53.80,53.80,53.80,53.80,000,53.80
2012-01-02,53.80,53.80,53.80,53.80,000,53.80
2011-12-30,53.80,53.80,53.80,53.80,000,53.80
2011-12-29,53.80,53.80,53.80,53.80,000,53.80
2011-12-28,53.80,53.80,53.80,53.80,000,53.80
2011-12-27,53.80,53.80,53.80,53.80,000,53.80
2011-12-26,53.80,53.80,53.80,53.80,000,53.80
2011-12-23,53.80,53.80,53.80,53.80,000,53.80
2011-12-22,53.80,53.80,53.80,53.80,000,53.80
2011-12-21,53.80,53.80,53.80,53.80,000,53.80
2011-12-20,53.80,53.80,53.80,53.80,000,53.80
2011-12-19,53.80,53.80,53.80,53.80,000,53.80
2011-12-16,53.80,53.80,53.80,53.80,000,53.80
2011-12-15,53.80,53.80,53.80,53.80,000,53.80
2011-12-14,53.80,53.80,53.80,53.80,000,53.80
2011-12-13,53.80,53.80,53.80,53.80,000,53.80
2011-12-12,53.80,53.80,53.80,53.80,000,53.80
2011-12-09,53.80,53.80,53.80,53.80,000,53.80
2011-12-08,53.80,53.80,53.80,53.80,000,53.80
2011-12-07,53.80,53.80,53.80,53.80,000,53.80
2011-12-06,53.80,53.80,53.80,53.80,000,53.80
2011-12-05,53.80,53.80,53.80,53.80,000,53.80
2011-12-02,53.80,53.80,53.80,53.80,000,53.80
2011-12-01,53.80,53.80,53.80,53.80,000,53.80
2011-11-30,53.80,53.80,53.80,53.80,000,53.80
2011-11-29,53.80,53.80,53.80,53.80,000,53.80
2011-11-28,53.80,53.80,53.80,53.80,000,53.80
2011-11-25,53.80,53.80,53.80,53.80,000,53.80
2011-11-24,53.80,53.80,53.80,53.80,000,53.80
2011-11-23,53.80,53.80,53.80,53.80,000,53.80
2011-11-22,53.80,53.80,53.80,53.80,000,53.80
2011-11-21,53.80,53.80,53.80,53.80,000,53.80
2011-11-18,53.80,53.80,53.80,53.80,000,53.80
2011-11-17,53.80,53.80,53.80,53.80,000,53.80
2011-02-09,53.80,53.80,53.80,53.80,000,53.80
2011-02-08,53.80,53.80,53.80,53.80,000,53.80
2011-02-07,53.80,53.80,53.80,53.80,000,53.80
2011-02-04,53.80,53.80,53.80,53.80,000,53.80
2011-02-03,53.80,53.80,53.80,53.80,000,53.80
2011-02-02,53.80,53.80,53.80,53.80,000,53.80
2011-02-01,53.80,53.80,53.80,53.80,000,53.80
2011-01-31,53.80,53.80,53.80,53.80,000,53.80
2011-01-28,53.80,53.80,53.80,53.80,000,53.80
2011-01-27,53.80,53.80,53.80,53.80,000,53.80
2011-01-26,53.80,53.80,53.80,53.80,000,53.80
2011-01-25,53.80,53.80,53.80,53.80,000,53.80
2011-01-24,53.80,53.80,53.80,53.80,000,53.80
2011-01-21,53.80,53.80,53.80,53.80,000,53.80
2011-01-20,53.80,53.80,53.80,53.80,000,53.80
2011-01-19,53.80,53.80,53.80,53.80,000,53.80
2011-01-18,53.80,53.80,53.80,53.80,000,53.80
2011-01-17,53.80,53.80,53.80,53.80,000,53.80
2011-01-14,53.80,53.80,53.80,53.80,000,53.80
2011-01-13,53.80,53.80,53.80,53.80,000,53.80
2011-01-12,53.80,53.80,53.80,53.80,000,53.80
2011-01-11,53.80,53.80,53.80,53.80,000,53.80
2011-01-10,53.80,53.80,53.80,53.80,000,53.80
2011-01-07,53.80,53.80,53.80,53.80,000,53.80
2011-01-06,53.80,53.80,53.80,53.80,000,53.80
2011-01-05,53.80,53.80,53.80,53.80,000,53.80
2011-01-04,53.80,53.80,53.80,53.80,000,53.80
2011-01-03,53.80,53.80,53.80,53.80,000,53.80
2010-12-31,53.80,53.80,53.80,53.80,000,53.80
2010-12-30,53.80,53.80,53.80,53.80,000,53.80
2010-12-29,53.80,53.80,53.80,53.80,000,53.80
2010-12-28,53.80,53.80,53.80,53.80,000,53.80
2010-12-27,53.80,53.80,53.80,53.80,000,53.80
2010-12-24,53.80,53.80,53.80,53.80,000,53.80
2010-12-23,53.80,53.80,53.80,53.80,000,53.80
2010-12-22,53.80,53.80,53.80,53.80,000,53.80
2010-12-21,53.80,53.80,53.80,53.80,000,53.80
2010-12-20,53.80,53.80,53.80,53.80,000,53.80
2010-12-17,53.80,53.80,53.80,53.80,000,53.80
2010-12-16,53.80,53.80,53.80,53.80,000,53.80
2010-12-15,53.80,53.80,53.80,53.80,000,53.80
2010-12-14,53.80,53.80,53.80,53.80,000,53.80
2010-12-13,53.80,53.80,53.80,53.80,000,53.80
2010-12-10,53.80,53.80,53.80,53.80,000,53.80
2010-12-09,53.80,53.80,53.80,53.80,000,53.80
2010-12-08,53.80,53.80,53.80,53.80,000,53.80
2010-12-07,53.80,53.80,53.80,53.80,000,53.80
2010-12-06,53.80,53.80,53.80,53.80,000,53.80
2010-12-03,53.80,53.80,53.80,53.80,000,53.80
2010-12-02,53.80,53.80,53.80,53.80,000,53.80
2010-12-01,53.80,53.80,53.80,53.80,000,53.80
2010-11-30,53.80,53.80,53.80,53.80,000,53.80
2010-11-29,53.80,53.80,53.80,53.80,000,53.80
2010-11-26,53.80,53.80,53.80,53.80,000,53.80
2010-11-25,53.80,53.80,53.80,53.80,000,53.80
2010-11-24,53.80,53.80,53.80,53.80,000,53.80
2010-11-23,53.80,53.80,53.80,53.80,000,53.80
2010-11-22,53.80,53.80,53.80,53.80,000,53.80
2010-11-19,53.80,53.80,53.80,53.80,000,53.80
2010-11-18,53.80,53.80,53.80,53.80,000,53.80
2010-11-17,53.80,53.80,53.80,53.80,000,53.80
2010-11-16,53.80,53.80,53.80,53.80,000,53.80
2010-11-15,53.80,53.80,53.80,53.80,000,53.80
2010-11-12,53.80,53.80,53.80,53.80,000,53.80
2010-11-11,53.80,53.80,53.80,53.80,000,53.80
2010-11-10,53.80,53.80,53.80,53.80,000,53.80
2010-11-09,53.80,53.80,53.80,53.80,000,53.80
2010-11-08,53.80,53.80,53.80,53.80,000,53.80
2010-11-05,53.80,53.80,53.80,53.80,000,53.80
2010-11-04,53.80,53.80,53.80,53.80,000,53.80
2010-11-03,53.80,53.80,53.80,53.80,000,53.80
2010-11-02,53.80,53.80,53.80,53.80,000,53.80
2010-11-01,53.80,53.80,53.80,53.80,000,53.80
2010-10-29,53.80,53.80,53.80,53.80,000,53.80
2010-10-28,53.80,53.80,53.80,53.80,000,53.80
2010-10-27,53.80,53.80,53.80,53.80,000,53.80
2010-10-26,53.80,53.80,53.80,53.80,000,53.80
2010-10-25,53.80,53.80,53.80,53.80,000,53.80
2010-10-22,53.80,53.80,53.80,53.80,000,53.80
2010-10-21,53.80,53.80,53.80,53.80,000,53.80
2010-10-20,53.80,53.80,53.80,53.80,000,53.80
2010-10-19,53.80,53.80,53.80,53.80,000,53.80
2010-10-18,53.80,53.80,53.80,53.80,000,53.80
2010-10-15,53.80,53.80,53.80,53.80,000,53.80
2010-10-14,53.80,53.80,53.80,53.80,000,53.80
2010-10-13,53.80,53.80,53.80,53.80,000,53.80
2010-10-12,53.80,53.80,53.80,53.80,000,53.80
2010-10-11,53.80,53.80,53.80,53.80,000,53.80
2010-10-08,53.80,53.80,53.80,53.80,000,53.80
2010-10-07,53.80,53.80,53.80,53.80,000,53.80
2010-10-06,53.80,53.80,53.80,53.80,000,53.80
2010-10-05,53.80,53.80,53.80,53.80,000,53.80
2010-10-04,53.80,53.80,53.80,53.80,000,53.80
2010-10-01,53.80,53.80,53.80,53.80,000,53.80
2010-09-30,53.80,53.80,53.80,53.80,000,53.80
2010-09-29,53.80,53.80,53.80,53.80,000,53.80
2010-09-28,53.80,53.80,53.80,53.80,000,53.80
2010-09-27,53.80,53.80,53.80,53.80,000,53.80
2010-09-24,53.80,53.80,53.80,53.80,000,53.80
2010-09-23,53.80,53.80,53.80,53.80,000,53.80
2010-09-22,53.80,53.80,53.80,53.80,000,53.80
2010-09-21,53.80,53.80,53.80,53.80,000,53.80
2010-09-20,53.80,53.80,53.80,53.80,000,53.80
2010-09-17,53.80,53.80,53.80,53.80,000,53.80
2010-09-16,53.80,53.80,53.80,53.80,000,53.80
2010-09-15,53.80,53.80,53.80,53.80,000,53.80
2010-09-14,53.80,53.80,53.80,53.80,000,53.80
2010-09-13,53.80,53.80,53.80,53.80,000,53.80
2010-09-10,53.80,53.80,53.80,53.80,000,53.80
2010-09-09,53.80,53.80,53.80,53.80,000,53.80
2010-09-08,53.80,53.80,53.80,53.80,000,53.80
2010-09-07,53.80,53.80,53.80,53.80,000,53.80
2010-09-06,53.80,53.80,53.80,53.80,000,53.80
2010-09-03,53.80,53.80,53.80,53.80,000,53.80
2010-09-02,53.80,53.80,53.80,53.80,000,53.80
2010-09-01,53.80,53.80,53.80,53.80,000,53.80
2010-08-31,53.80,53.80,53.80,53.80,000,53.80
2010-08-30,53.80,53.80,53.80,53.80,000,53.80
2010-08-27,53.80,53.80,53.80,53.80,000,53.80
2010-08-26,53.80,53.80,53.80,53.80,000,53.80
2010-08-25,53.80,53.80,53.80,53.80,000,53.80
2010-08-24,53.80,53.80,53.80,53.80,000,53.80
2010-08-23,53.80,53.80,53.80,53.80,000,53.80
2010-08-20,53.80,53.80,53.80,53.80,000,53.80
2010-08-19,53.80,53.80,53.80,53.80,000,53.80
2010-08-18,53.80,53.80,53.80,53.80,000,53.80
2010-08-17,53.80,53.80,53.80,53.80,000,53.80
2010-08-16,53.80,53.80,53.80,53.80,000,53.80
2010-08-13,53.80,53.80,53.80,53.80,000,53.80
2010-08-12,53.80,53.80,53.80,53.80,000,53.80
2010-08-11,53.80,53.80,53.80,53.80,000,53.80
2010-08-10,53.80,53.80,53.80,53.80,000,53.80
2010-08-09,53.80,53.80,53.80,53.80,000,53.80
2010-08-06,53.80,53.80,53.80,53.80,000,53.80
2010-08-05,53.80,53.80,53.80,53.80,000,53.80
2010-08-04,53.80,53.80,53.80,53.80,000,53.80
2010-08-03,53.80,53.80,53.80,53.80,000,53.80
2010-08-02,53.80,53.80,53.80,53.80,000,53.80
2010-07-30,53.80,53.80,53.80,53.80,000,53.80
2010-07-29,53.80,53.80,53.80,53.80,000,53.80
2010-07-28,53.80,53.80,53.80,53.80,000,53.80
2010-07-27,53.80,53.80,53.80,53.80,000,53.80
2010-07-26,53.80,53.80,53.80,53.80,000,53.80
2010-07-23,53.80,53.80,53.80,53.80,000,53.80
2010-07-22,53.80,53.80,53.80,53.80,000,53.80
2010-07-21,53.80,53.80,53.80,53.80,000,53.80
2010-07-20,53.80,53.80,53.80,53.80,000,53.80
2010-07-19,53.80,53.80,53.80,53.80,000,53.80
2010-07-16,53.80,53.80,53.80,53.80,000,53.80
2010-07-15,53.80,53.80,53.80,53.80,000,53.80
2010-07-14,53.80,53.80,53.80,53.80,000,53.80
2010-07-13,53.80,53.80,53.80,53.80,000,53.80
2010-07-12,53.80,53.80,53.80,53.80,000,53.80
2010-07-09,53.80,53.80,53.80,53.80,000,53.80
2010-07-08,53.80,53.80,53.80,53.80,000,53.80
2010-07-07,53.80,53.80,53.80,53.80,000,53.80
2010-07-06,53.80,53.80,53.80,53.80,000,53.80
2010-07-05,53.80,53.80,53.80,53.80,000,53.80
2010-07-02,53.80,53.80,53.80,53.80,000,53.80
2010-07-01,53.80,53.80,53.80,53.80,000,53.80
2010-06-30,53.80,53.80,53.80,53.80,000,53.80
2010-06-29,53.80,53.80,53.80,53.80,000,53.80
2010-06-28,53.80,53.80,53.80,53.80,000,53.80
2010-06-25,53.80,53.80,53.80,53.80,000,53.80
2010-06-24,53.80,53.80,53.80,53.80,000,53.80
2010-06-23,53.80,53.80,53.80,53.80,000,53.80
2010-06-22,53.80,53.80,53.80,53.80,000,53.80
2010-06-21,53.80,53.80,53.80,53.80,000,53.80
2010-06-18,53.80,53.80,53.80,53.80,000,53.80
2010-06-17,53.80,53.80,53.80,53.80,000,53.80
2010-06-16,53.80,53.80,53.80,53.80,000,53.80
2010-06-15,53.80,53.80,53.80,53.80,000,53.80
2010-06-14,53.80,53.80,53.80,53.80,000,53.80
2010-06-11,53.80,53.80,53.80,53.80,000,53.80
2010-06-10,53.80,53.80,53.80,53.80,000,53.80
2010-06-09,53.80,53.80,53.80,53.80,000,53.80
2010-06-08,53.80,53.80,53.80,53.80,000,53.80
2010-06-07,53.80,53.80,53.80,53.80,000,53.80
2010-06-04,53.80,53.80,53.80,53.80,000,53.80
2010-06-03,53.80,53.80,53.80,53.80,000,53.80
2010-06-02,53.80,53.80,53.80,53.80,000,53.80
2010-06-01,53.80,53.80,53.80,53.80,000,53.80
2010-05-31,53.80,53.80,53.80,53.80,000,53.80
2010-05-28,53.80,53.80,53.80,53.80,000,53.80
2010-05-27,53.80,53.80,53.80,53.80,000,53.80
2010-05-26,53.80,53.80,53.80,53.80,000,53.80
2010-05-25,53.80,53.80,53.80,53.80,000,53.80
2010-05-24,53.80,53.80,53.80,53.80,000,53.80
2010-05-21,53.80,53.80,53.80,53.80,000,53.80
2010-05-20,53.80,53.80,53.80,53.80,000,53.80
2010-05-19,53.80,53.80,53.80,53.80,000,53.80
2010-05-18,53.80,53.80,53.80,53.80,000,53.80
2010-05-17,53.80,53.80,53.80,53.80,000,53.80
2010-05-14,53.80,53.80,53.80,53.80,000,53.80
2010-05-13,53.80,53.80,53.80,53.80,000,53.80
2010-05-12,53.80,53.80,53.80,53.80,000,53.80
2010-05-11,53.80,53.80,53.80,53.80,000,53.80
2010-05-10,53.80,53.80,53.80,53.80,000,53.80
2010-05-07,53.80,53.80,53.80,53.80,000,53.80
2010-05-06,53.80,53.80,53.80,53.80,000,53.80
2010-05-04,53.80,53.80,53.80,53.80,000,53.80
2010-05-03,53.80,53.80,53.80,53.80,000,53.80
2010-04-30,53.80,53.80,53.80,53.80,000,53.80
2010-04-29,53.80,53.80,53.80,53.80,000,53.80
2010-04-28,53.80,53.80,53.80,53.80,000,53.80
2010-04-27,53.80,53.80,53.80,53.80,000,53.80
2010-04-26,53.80,53.80,53.80,53.80,000,53.80
2010-04-23,53.80,53.80,53.80,53.80,000,53.80
2010-04-22,53.80,53.80,53.80,53.80,000,53.80
2010-04-21,53.80,53.80,53.80,53.80,000,53.80
2010-04-20,53.80,53.80,53.80,53.80,000,53.80
2010-04-19,53.80,53.80,53.80,53.80,000,53.80
2010-04-16,53.80,53.80,53.80,53.80,000,53.80
2010-04-15,53.80,53.80,53.80,53.80,000,53.80
2010-04-14,53.80,53.80,53.80,53.80,000,53.80
2010-04-13,53.80,53.80,53.80,53.80,000,53.80
2010-04-12,53.80,53.80,53.80,53.80,000,53.80
2010-04-09,53.80,53.80,53.80,53.80,000,53.80
2010-04-08,53.80,53.80,53.80,53.80,000,53.80
2010-04-07,53.80,53.80,53.80,53.80,000,53.80
2010-04-06,53.80,53.80,53.80,53.80,000,53.80
2010-04-05,53.80,53.80,53.80,53.80,000,53.80
2010-04-02,53.80,53.80,53.80,53.80,000,53.80
2010-04-01,53.80,53.80,53.80,53.80,000,53.80
2010-03-31,53.80,53.80,53.80,53.80,000,53.80
2010-03-30,53.80,53.80,53.80,53.80,000,53.80
2010-03-29,53.80,53.80,53.80,53.80,000,53.80
2010-03-26,53.80,53.80,53.80,53.80,000,53.80
2010-03-25,53.80,53.80,53.80,53.80,000,53.80
2010-03-24,53.80,53.80,53.80,53.80,000,53.80
2010-03-23,53.80,53.80,53.80,53.80,000,53.80
2010-03-22,53.80,53.80,53.80,53.80,000,53.80
2010-03-19,53.80,53.80,53.80,53.80,000,53.80
2010-03-18,53.80,53.80,53.80,53.80,000,53.80
2010-03-17,53.80,53.80,53.80,53.80,000,53.80
2010-03-16,53.80,53.80,53.80,53.80,000,53.80
2010-03-15,53.80,53.80,53.80,53.80,000,53.80
2010-03-12,53.80,53.80,53.80,53.80,000,53.80
2010-03-11,53.80,53.80,53.80,53.80,000,53.80
2010-03-10,53.80,53.80,53.80,53.80,000,53.80
2010-03-09,53.80,53.80,53.80,53.80,000,53.80
2010-03-08,53.80,53.80,53.80,53.80,000,53.80
2010-03-05,53.80,53.80,53.80,53.80,000,53.80
2010-03-04,53.80,53.80,53.80,53.80,000,53.80
2010-03-03,53.80,53.80,53.80,53.80,000,53.80
2010-03-02,53.80,53.80,53.80,53.80,000,53.80
2010-03-01,53.80,53.80,53.80,53.80,000,53.80
2010-02-26,53.80,53.80,53.80,53.80,000,53.80
2010-02-25,53.80,53.80,53.80,53.80,000,53.80
2010-02-24,53.80,53.80,53.80,53.80,000,53.80
2010-02-23,53.80,53.80,53.80,53.80,000,53.80
2010-02-22,53.80,53.80,53.80,53.80,000,53.80
2010-02-19,53.80,53.80,53.80,53.80,000,53.80
2010-02-18,53.80,53.80,53.80,53.80,000,53.80
2010-02-17,53.80,53.80,53.80,53.80,000,53.80
2010-02-16,53.80,53.80,53.80,53.80,000,53.80
2010-02-15,53.80,53.80,53.80,53.80,000,53.80
2010-02-12,53.80,53.80,53.80,53.80,000,53.80
2010-02-11,53.80,53.80,53.80,53.80,000,53.80
2010-02-10,53.80,53.80,53.80,53.80,000,53.80
2010-02-09,53.80,53.80,53.80,53.80,000,53.80
2010-02-08,53.80,53.80,53.80,53.80,000,53.80
2010-02-05,53.80,53.80,53.80,53.80,000,53.80
